image_id,true_class,predicted_class,image_path
train_Blue_Jay_0034,Blue_Jay,Cardinal,images/train/Blue_Jay/Blue_Jay_0034.png
train_Cardinal_0021,Cardinal,Song_Sparrow,images/train/Cardinal/Cardinal_0021.png
train_Herring_Gull_0003,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0003.png
train_Herring_Gull_0008,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0008.png
train_Herring_Gull_0009,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0009.png
train_Herring_Gull_0015,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0015.png
train_Herring_Gull_0021,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0021.png
train_Herring_Gull_0023,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0023.png
train_Herring_Gull_0028,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0028.png
train_Herring_Gull_0041,Herring_Gull,Ring_billed_Gull,images/train/Herring_Gull/Herring_Gull_0041.png
train_House_Sparrow_0003,House_Sparrow,Song_Sparrow,images/train/House_Sparrow/House_Sparrow_0003.png
train_House_Sparrow_0010,House_Sparrow,Song_Sparrow,images/train/House_Sparrow/House_Sparrow_0010.png
train_House_Sparrow_0021,House_Sparrow,Song_Sparrow,images/train/House_Sparrow/House_Sparrow_0021.png
train_House_Sparrow_0023,House_Sparrow,Song_Sparrow,images/train/House_Sparrow/House_Sparrow_0023.png
train_House_Sparrow_0026,House_Sparrow,Song_Sparrow,images/train/House_Sparrow/House_Sparrow_0026.png
train_House_Sparrow_0034,House_Sparrow,Song_Sparrow,images/train/House_Sparrow/House_Sparrow_0034.png
train_House_Sparrow_0037,House_Sparrow,Song_Sparrow,images/train/House_Sparrow/House_Sparrow_0037.png
train_Red_winged_Blackbird_0003,Red_winged_Blackbird,House_Sparrow,images/train/Red_winged_Blackbird/Red_winged_Blackbird_0003.png
train_Ring_billed_Gull_0000,Ring_billed_Gull,Herring_Gull,images/train/Ring_billed_Gull/Ring_billed_Gull_0000.png
train_Ring_billed_Gull_0008,Ring_billed_Gull,Herring_Gull,images/train/Ring_billed_Gull/Ring_billed_Gull_0008.png
train_Ring_billed_Gull_0021,Ring_billed_Gull,Herring_Gull,images/train/Ring_billed_Gull/Ring_billed_Gull_0021.png
train_Ring_billed_Gull_0022,Ring_billed_Gull,Herring_Gull,images/train/Ring_billed_Gull/Ring_billed_Gull_0022.png
train_Ring_billed_Gull_0035,Ring_billed_Gull,Herring_Gull,images/train/Ring_billed_Gull/Ring_billed_Gull_0035.png
train_Ring_billed_Gull_0041,Ring_billed_Gull,Herring_Gull,images/train/Ring_billed_Gull/Ring_billed_Gull_0041.png
train_Song_Sparrow_0015,Song_Sparrow,House_Sparrow,images/train/Song_Sparrow/Song_Sparrow_0015.png
train_Song_Sparrow_0033,Song_Sparrow,Cardinal,images/train/Song_Sparrow/Song_Sparrow_0033.png
train_Wilson_Warbler_0003,Wilson_Warbler,Yellow_Warbler,images/train/Wilson_Warbler/Wilson_Warbler_0003.png
train_Wilson_Warbler_0006,Wilson_Warbler,Yellow_Warbler,images/train/Wilson_Warbler/Wilson_Warbler_0006.png
train_Wilson_Warbler_0029,Wilson_Warbler,Yellow_Warbler,images/train/Wilson_Warbler/Wilson_Warbler_0029.png
train_Wilson_Warbler_0031,Wilson_Warbler,Yellow_Warbler,images/train/Wilson_Warbler/Wilson_Warbler_0031.png
train_Wilson_Warbler_0036,Wilson_Warbler,Yellow_Warbler,images/train/Wilson_Warbler/Wilson_Warbler_0036.png
train_Wilson_Warbler_0041,Wilson_Warbler,Yellow_Warbler,images/train/Wilson_Warbler/Wilson_Warbler_0041.png
train_Yellow_Warbler_0004,Yellow_Warbler,Wilson_Warbler,images/train/Yellow_Warbler/Yellow_Warbler_0004.png
train_Yellow_Warbler_0024,Yellow_Warbler,Cardinal,images/train/Yellow_Warbler/Yellow_Warbler_0024.png
train_Yellow_Warbler_0025,Yellow_Warbler,Wilson_Warbler,images/train/Yellow_Warbler/Yellow_Warbler_0025.png
train_Yellow_Warbler_0027,Yellow_Warbler,Wilson_Warbler,images/train/Yellow_Warbler/Yellow_Warbler_0027.png
train_Yellow_Warbler_0032,Yellow_Warbler,Wilson_Warbler,images/train/Yellow_Warbler/Yellow_Warbler_0032.png
train_Yellow_Warbler_0034,Yellow_Warbler,Wilson_Warbler,images/train/Yellow_Warbler/Yellow_Warbler_0034.png
train_Yellow_Warbler_0038,Yellow_Warbler,Wilson_Warbler,images/train/Yellow_Warbler/Yellow_Warbler_0038.png
